28302,5457,25739,2597,31457,12378,28460,9546,24747,13581,22033,10005,24560,13067,23218,12499,30916,13996,29339,12156,17279,9467,16266,8867,23800,13065,22329,9313,10879,3600,9734,2408
24291,32974,28911,38433,8386,8761,18372,18573,9655,14498,5367,10147,11823,14398,22257,24341,8735,9079,18795,20938,11454,12662,11025,16462,9219,8701,16521,18400,14057,17103,13641,19192
31739,28098,26341,36061,12785,23039,14163,27225,18907,15088,11391,24338,12330,15491,6190,13592,16858,10121,11145,20209,24231,24545,18144,33945,26772,26110,22110,31108,13172,19306,12700,25525
32361,11768,37563,23969,15693,8081,18256,14577,38232,14236,43443,28619,5189,1615,5537,3136,21893,10051,27660,19419,21444,6123,20656,10861,29268,7787,30927,16304,32380,6779,30465,14650
30656,32130,24246,16850,22048,28072,15787,13445,23569,28127,17183,15347,11807,9614,8795,5275,30138,27858,23304,12623,34343,34064,27821,20722,33232,27220,28687,18948,43624,41890,34504,23337
8769,16984,13218,3677,15700,16687,20752,7012,20031,31148,26661,8938,14487,19427,24356,7616,24637,32011,32020,10753,27397,33540,35170,11900,13152,23736,19334,4576,19009,21021,29549,9265
23814,9532,10847,25351,17845,13791,9440,18745,23960,22020,21327,24907,18718,6048,13729,10317,32586,10042,21813,22799,18123,8611,15572,14350,16566,17142,17132,18188,28173,7635,15623,23201
26509,9684,18789,31040,27590,10080,17364,20594,22917,4913,15744,25239,26674,12064,18788,31614,29619,13107,19718,28835,28922,14923,21049,37079,30088,9319,20279,29823,21474,8891,14529,21199
19247,17749,20360,19580,19947,22248,23398,17502,16688,20599,21782,18425,29043,28754,31362,26790,24330,24376,24860,16575,31927,28129,31446,27577,31195,31914,34148,28402,24787,25981,26756,21043
26797,24245,7913,13147,24884,26881,9992,4587,28535,23819,12641,13883,24921,28712,8151,3346,25928,26435,7882,8983,21664,20237,13256,6403,26997,25168,11447,11038,18945,14365,7147,9873
29774,46800,33711,33267,14264,11931,16352,8568,24777,44494,26071,30297,17226,29612,20080,18156,21676,24652,23349,18013,14558,19637,16636,15736,25912,26486,26536,21160,28288,36102,34432,24464
15039,12835,25036,19857,20759,15361,18778,19335,17532,14046,25690,25594,20092,13823,13107,22300,26657,19902,24549,26009,14748,11875,18855,16632,18445,13099,13030,14831,8375,7638,16231,12407
29828,37068,24272,31261,31708,38167,26803,37632,26095,21726,19012,15727,22851,24069,16098,21255,22469,17810,14670,15434,22572,17853,15987,17299,18205,17072,16060,9262,20968,28194,22327,26870
16122,14663,23604,14508,5370,5474,14440,11631,11792,15830,28568,27000,8582,8887,15147,11484,8096,11517,14392,12629,17652,16096,30672,19943,7924,6094,22225,14761,9995,12041,24201,21226
23976,11766,19836,10200,22266,14575,20414,17924,29278,23140,26715,24193,32240,24061,28543,22583,18829,21428,19994,22613,16103,13632,15602,17451,19837,9256,17007,10518,16049,20236,17806,23893
18273,17654,21852,18654,21998,17799,24034,23449,23842,17756,28173,20877,18468,19894,18623,25461,27653,22976,29473,22021,33951,28883,32225,34529,20445,17545,17469,18399,27264,20501,23672,25200
29370,5960,27886,39292,27801,2765,22004,31435,24159,2763,28084,32817,32005,6975,25206,42981,12272,3099,11019,17732,33935,6581,35479,47566,34514,7087,36118,49163,16870,1643,13536,18773
20344,13487,20399,12456,11343,5990,8884,4259,16305,14482,13447,9564,5253,3493,8003,3791,22765,16083,17656,10972,17983,11630,17109,10846,32663,17592,28046,22543,33309,17328,19293,19552
14922,1265,9163,6310,10594,577,8030,4059,41440,15916,32583,30323,42894,15471,28086,31368,42567,12146,22964,22221,25415,4937,22930,13623,36957,12342,24607,29585,19651,5139,19419,17824
17262,26515,16460,30103,14645,14324,12052,19270,18349,28348,12772,31957,10681,10956,11072,14115,19252,32191,16224,35910,20651,26639,18630,31152,7950,7042,8500,9327,16590,17789,12998,20286
8812,22928,19768,21471,12726,24945,16623,24246,8688,28960,13192,16741,14006,22718,17369,25381,3088,16216,14140,12876,10312,27528,17728,17593,16012,18889,22918,29626,8538,29422,23502,24825
20412,16542,21215,14780,9487,7406,10616,6938,11357,17955,19029,21119,15369,16784,12565,12310,24694,21612,25656,19652,17293,16876,10589,9034,18144,28473,19147,23957,14599,15157,18829,15269
21214,20202,16547,5880,16049,20605,14565,12818,22710,26921,22263,10354,25789,26099,28485,18297,33424,32997,35121,15947,26557,28843,20685,15948,20124,17078,23199,7666,29955,29164,31316,12812
9858,11819,13047,8331,15160,7526,13031,15384,8206,11939,14683,5725,13234,18001,15557,9717,7969,7033,16364,7991,21914,21054,29220,19432,10891,12233,19163,9613,24546,19956,33679,22692
20016,14496,23157,35815,19074,24898,16943,33126,23502,19414,22334,28395,30591,33688,22307,42987,21889,22256,22433,38320,21832,11594,22609,31404,15280,18264,11810,17974,15380,14038,16380,27905
11463,14803,12413,25334,23842,22298,25224,34914,23263,22696,26494,36679,22623,17469,23348,26515,32445,31965,33773,51430,22324,17345,20196,25878,22880,20584,25771,32291,29942,29733,31183,48154
29764,27541,23747,30789,19722,19747,15822,24313,19932,17880,12925,21378,10070,15942,15084,22342,14606,20808,20254,27568,22820,19261,14728,21359,21554,23805,20298,30127,13484,16881,16213,21277
10789,10455,9698,13145,10943,10654,13946,11989,10889,13609,8981,21493,18201,15002,23455,14039,16309,16250,21614,22995,12769,13043,19026,15553,15384,15107,21488,11502,23526,20205,31664,19268
13115,11648,7647,14564,24503,22295,8323,28642,21729,21957,18388,29030,33000,28482,15519,40479,18070,14848,17339,26864,19626,19065,21449,30421,7050,14709,36547,22442,21198,17181,9102,24789
6551,48782,32918,24541,2021,23242,13163,11582,5307,43543,26472,23945,5369,39687,22653,21328,3258,28228,11709,17807,3260,26397,11799,17827,4151,29973,17233,15182,1027,15529,9238,9527
14015,4006,17596,35155,9447,3304,8572,17383,10571,3736,10968,22536,10361,2794,9860,21937,7386,2822,20392,33084,13938,4706,18688,31833,17804,5074,8592,16004,18394,5322,15876,37893
5880,19713,22313,22028,13463,16335,27415,21462,15040,7052,18162,9764,5587,19143,24074,23793,13872,7655,17104,9326,5715,12007,21958,17715,7217,17877,25995,22179,2635,26581,35235,34205
19281,18566,11370,8608,29975,27361,17564,10607,10191,12077,5311,3921,20962,19377,13062,6901,22052,25408,12161,8594,30521,28962,19776,11228,27022,29171,15432,9191,22349,25637,11304,6933
21799,32143,29205,14812,23480,24711,28654,23058,20168,14227,20261,12190,26693,27079,29814,14216,31761,20698,30649,18562,24987,29757,29671,12256,35816,33707,39606,24134,31334,23958,32999,22528
13238,26343,25575,10892,20354,30824,30071,13019,21235,31643,30547,13369,20676,29101,29726,16686,11401,20525,18580,11707,10663,21118,19927,11666,27896,26569,32418,16103,23573,28423,32500,15640
20702,20248,22023,11405,16424,22676,20480,8351,5078,22789,7215,13543,8587,16756,10201,7142,24605,35778,26391,22144,18052,33027,18213,23029,29189,22523,26492,20624,27453,19435,24725,18387
23716,8410,11216,26422,19668,15606,20378,19190,31788,19912,25767,32474,21582,7894,12878,24796,30530,17976,19984,30454,20507,15648,18660,19587,30269,18528,21297,30111,20572,9010,12646,22608
21892,27234,21298,10714,25430,31045,19156,9912,25004,30003,18320,11129,27194,27852,20700,5741,16896,25100,16418,12503,31067,32544,25075,17041,15528,9284,11304,8531,15525,17432,10597,6808
4323,15695,13725,10299,7252,26368,27418,24190,4385,22491,13083,20133,4033,17760,19243,25844,5454,23323,18202,20217,1015,9628,8142,18847,4195,22792,14515,27760,3665,14065,17204,16426
22237,12214,15367,13067,30167,21913,35164,24716,38805,28122,43448,29751,15345,15206,28759,17659,45999,24818,38215,27493,15819,7092,16259,8343,22958,17252,26377,17578,25270,11404,24734,14438
44410,19428,25999,45924,30151,12147,17146,29353,46488,21442,31035,44758,58978,26597,37436,57663,55252,27502,34573,53844,32464,14013,16802,30701,41856,16839,28207,41879,25296,6600,13115,26744
23364,21376,14543,23972,15011,12312,8624,17789,22043,24267,14817,33874,15963,27158,21472,31031,23224,32197,23089,35019,19420,14135,11218,18353,7495,20899,14055,20710,11642,13617,12766,20321
4112,7591,14694,17749,2866,2787,16700,16215,4093,8003,15504,18221,3523,3609,17447,16890,3721,12395,12663,20264,5194,12369,17921,20442,4378,10717,13030,25191,4069,7707,12539,13564
28198,16987,30825,18990,34709,14811,34944,21915,22745,8786,23636,10027,30270,8515,30000,20170,26839,13975,28891,15593,19664,5878,18992,10574,30969,10373,31576,16489,44862,11214,43764,22202
21754,21964,19818,22240,9174,11452,12082,12870,14507,17284,14739,17983,33402,32163,29354,30821,20013,21916,19523,23177,20777,23314,16025,22669,26662,28497,28630,30161,31771,36150,31769,38243
14397,22241,15402,21548,20844,21850,16695,11580,21763,14187,21214,17407,11898,13563,12477,9939,36061,25933,37585,26496,29299,13452,29632,13301,35149,29123,30166,29398,19173,16974,19890,9873
26158,15526,13225,13069,28211,18943,17263,12878,41123,27912,29477,20066,43027,27430,27595,21856,18351,8517,5711,14166,27210,13174,13114,15780,17308,8904,12941,10267,23755,18771,21484,8893
15162,11760,13324,11533,19224,25620,16189,22103,18740,26240,16674,25662,12802,23230,12598,19552,15503,32560,23248,28665,22036,17250,12225,16613,17707,11710,12172,23074,23659,32590,23056,37585
9943,7920,15682,14363,23635,21664,29872,35280,21908,23056,26913,32762,24832,25160,31179,35836,12831,11836,17620,18353,16247,18500,16229,25038,11433,13408,8196,16259,23843,23336,25614,34012
9502,10848,10488,7119,14245,28648,26858,17435,19598,29240,34138,25041,32456,37719,39077,24257,20793,30158,32466,20917,6911,18265,21805,19563,13301,11577,13245,8322,5967,2602,7032,8267
32430,14172,23380,24980,13763,20980,12442,8381,31123,17849,27576,25061,17589,18388,13856,10916,23554,18863,17848,20795,19668,14026,14618,10485,35232,30616,29846,23037,38791,26687,31450,32034
6074,1914,4303,3498,7442,7602,8058,7368,7948,28296,18532,20769,11134,11415,11939,11232,5943,13788,10423,10621,18647,22566,21720,21062,7780,23406,15935,17671,8335,16101,12857,12982
18664,33608,31208,25003,25860,32006,34848,31680,12914,15453,12874,14244,17125,15240,13857,16209,20099,28271,19777,21429,24057,31126,34709,28014,13344,17418,20946,13564,9322,26828,23998,15899
32343,19800,28683,37976,32461,18930,21972,37385,33110,16624,24705,33151,28874,16527,22509,33501,22530,10323,15977,25687,18622,8286,14318,17972,24366,16279,15430,25717,18740,12436,16126,20154
8920,11494,8328,13083,29907,38453,32106,41863,21023,29377,20998,36852,7604,8403,4926,15457,15888,21695,15826,34515,26840,32422,24048,30957,19851,25511,21286,32053,17125,21749,16990,25783
15831,16423,25638,34650,23302,16879,24390,35069,14811,10423,11962,18605,16436,18115,24364,32667,24914,30364,35368,47088,24574,30751,30972,42488,14317,9984,19692,27584,18533,15487,16614,25348
12739,22016,7086,13812,12790,28323,13634,20284,14490,37617,14950,40708,7160,15736,2911,19224,6921,24525,12010,28312,7984,25495,13156,24004,12490,26309,8770,23460,14371,35562,14703,35492
37671,35094,26726,15540,48276,39518,24986,18149,39247,31989,20694,11662,45672,41007,30202,18894,46576,39308,26786,12569,40860,33736,19718,21090,26597,24032,19204,4105,25770,19114,8370,10104
19936,15829,17690,13613,11880,14585,16018,14553,14328,15616,13788,16458,15312,20676,17752,23642,18215,23832,17419,22718,7669,13738,13177,15128,15881,16737,11925,11347,16726,19287,24168,27457
22252,7108,16552,10820,41061,29942,21249,26325,46205,30845,20756,26638,35272,18616,15118,16926,47429,21760,26033,22189,30470,27307,14909,23637,22335,14885,13440,14956,27380,23138,10382,18914
24046,29188,30607,18178,19404,22958,20915,12341,14860,23875,21805,9614,17830,21455,24686,11769,32697,33285,37659,22134,16784,25405,23149,11833,22937,25726,25966,14150,13962,16707,20763,11180
7214,10554,1242,8199,26307,36841,18176,25001,14953,30857,12005,23307,18100,32002,13224,22642,6428,12672,7129,9587,24220,38690,19111,27025,21008,23974,5643,18004,23022,31926,18383,20506
22353,24706,23868,20442,33108,33156,35456,33180,28013,31146,31684,33654,37289,33510,39919,36706,27765,22704,26317,26298,31786,35591,37124,31801,39243,31606,41237,38944,26320,21097,27280,24727
17254,22114,23461,24133,21587,36655,31496,33646,16130,25634,24954,25057,15988,22494,18241,28860,9284,27160,25647,24924,11640,28810,28314,25742,15601,14823,13708,21536,27686,41692,37986,38738
27380,19492,24149,24844,21042,12909,18781,16840,16342,11679,15723,14864,23850,22430,28212,27140,30751,14806,27758,20276,18853,14816,15880,19040,27450,14399,26002,20484,26419,16697,22178,23604
19477,25852,22129,28633,6265,10503,9766,19598,6552,6670,6935,7311,20759,25627,20011,21211,9781,15220,16150,23518,12834,13253,7761,17605,18507,20339,16644,17416,17864,26691,22917,34853
21953,20695,19176,22476,24684,19105,18763,27590,28237,23027,15651,23001,28679,27131,26329,30590,23887,21375,7723,10458,22435,17919,20365,28096,35074,31207,21590,27495,19802,18759,10379,11900
22133,45139,26010,42389,14349,31373,28503,33698,20967,35245,25047,32476,22992,37680,23739,35691,26160,45000,27236,37092,17120,28622,22849,28905,17790,30876,16117,28047,14518,27284,27714,29032
24240,23103,29224,25957,25400,21846,33917,22929,17048,24991,23587,21322,17853,28897,24214,25716,20122,16432,18585,18805,21802,34840,29707,37067,24727,23734,25575,29548,23002,24175,25046,28977
11950,24698,19362,24704,15866,37933,32025,24393,7764,12313,10327,12649,12985,33267,26951,24116,12040,26976,23122,17434,10180,27940,23052,17400,8366,22341,19457,10201,7062,20268,15106,18436
30798,34876,36298,39382,24752,37151,34114,35925,21140,22743,26079,27884,23859,23445,20578,25345,33922,31837,34397,39048,39870,35589,40885,46480,20048,18403,13849,19998,35453,38536,42238,45372
32484,15800,30427,42516,17726,6980,11686,20817,14918,10306,25738,29002,19493,12258,22502,33002,33219,14956,37936,48189,24646,13112,27094,34261,22290,12864,31369,37791,12603,9452,19595,25370
29216,18332,22981,29821,18036,11818,22669,20331,29125,19621,23435,31509,31449,22439,31067,36209,20122,14281,18164,22954,21798,11606,15155,19617,28043,17279,21637,28163,30699,15205,25003,26605
16880,21120,14190,25040,11789,16140,9589,18243,10713,12503,11105,17115,14193,29602,20206,26832,14842,14836,11795,21077,9819,18820,11074,19893,21945,24710,19587,28270,16137,5834,8592,16021
15390,24261,18459,33687,21540,21770,18475,24290,15423,26123,18129,34658,16354,18495,15553,31879,20930,33461,25316,33469,7315,5343,4632,10744,4028,8704,6574,14106,13614,12795,12580,20109
18719,23908,13000,20395,12051,14986,14311,10073,19202,22701,21194,15549,15034,18561,17010,15911,10019,12135,9822,9734,19798,25578,16379,18909,17584,21337,22941,15658,19998,24121,20690,19105
47636,24157,17599,18567,35860,21371,7323,15893,29419,21942,2287,11708,19157,5311,6915,9260,15944,5961,4942,7502,39111,24410,14331,14558,33661,19484,11533,11538,33888,18043,12857,13091
4463,21140,20538,15515,6752,28995,20159,18579,1991,6943,6401,6590,10681,24464,30822,31425,9973,21421,15478,25628,5936,19421,16994,21979,9397,29363,27128,25010,6499,19431,24730,22776
22582,28224,24715,36067,28880,31008,25092,32314,23077,23870,12567,27600,29806,36124,33750,43853,25127,29646,21654,37498,10182,13360,13029,11514,17154,15748,18076,24680,21593,24490,24180,27920
41649,24931,40103,17839,27752,14549,28742,15605,18944,8775,15422,8547,26387,17614,32081,14767,38504,21107,36555,17639,33765,19034,30949,14528,41881,26131,40959,17365,32585,19077,32476,14631
18462,29266,24650,19864,15712,17364,18530,18587,15749,22043,17295,9248,17296,15828,12470,15861,23243,15655,13685,12873,25983,25481,19735,23685,36329,41061,31115,27729,8238,5918,6310,7632
21767,16543,26967,13689,21508,16650,24888,10919,22779,15905,20743,9654,11019,8525,7095,2754,17877,16725,18077,7298,21596,13564,14136,6242,25295,19630,24644,14561,13507,12698,22412,12849
18466,21460,15798,39537,32499,33254,26250,54879,26078,22836,19877,35610,16339,14123,11853,19687,18672,22450,17111,29028,11470,13743,10170,20323,26607,20647,18680,34889,11648,10078,8388,20001
22900,25257,17088,13974,26687,25286,21101,11953,25716,21158,21747,10408,25793,32339,17762,19197,10846,10628,8649,4986,19247,22119,16748,12479,20085,17228,18801,10367,14298,14696,9773,6766
29239,23953,15312,14731,43386,32311,26783,25107,34846,27597,19072,18546,47301,36098,28075,26579,16855,9671,16202,12829,29678,20595,17705,18863,39104,28876,20815,22749,16679,10831,16025,11523
12928,26120,21855,11538,18648,31224,22735,18516,8384,13478,11681,4338,16414,30372,21183,18840,5206,13058,12399,11052,14226,25102,21397,15738,9964,27352,26617,12852,10066,15908,11484,6624
28024,21987,16456,23920,19973,16570,16282,11578,38658,44244,26259,27039,32776,38794,16711,27039,26252,28359,18726,17900,31029,32886,18926,22604,28041,20798,18355,21715,44968,47086,31956,30298
11982,13513,16921,8106,30331,24724,32972,26001,20562,16276,25723,14116,32094,21091,34693,26154,6911,16430,10732,5957,31537,29487,28858,25245,23430,15707,20738,19368,13030,16134,15628,11514
18032,18019,25271,10017,20227,25729,28643,17365,24100,28843,38307,12491,22949,21699,32685,10813,14215,10813,17911,7077,23867,22387,31809,14257,21879,22651,31729,11101,32205,22949,33187,22621
22756,24113,31973,17661,20999,19327,37886,21615,14386,15271,27634,23836,15638,15954,26999,23572,21823,22132,31965,16564,17584,19220,27883,19146,6827,6711,12251,3538,27554,29286,46741,30631
38517,19659,25772,22701,38094,29259,30782,26825,28378,20034,24700,19620,16953,12459,12250,13011,37893,24903,26964,24063,24509,14586,17384,13990,41309,24033,26478,26539,27626,21537,23520,18529
21514,18760,15196,19594,16620,14106,13254,15774,13801,15385,12440,13437,23478,32299,29193,27876,21965,25105,21366,22507,22752,25943,23627,24679,24155,33188,28161,27412,24525,14608,11945,20416
8906,20073,12447,22013,16608,18589,15805,27763,16859,17919,14344,25292,11062,22384,16698,29354,14274,25042,18332,31285,6913,13476,8735,19816,17435,18515,9000,25288,5099,9296,10917,16849
38184,20040,26682,19120,40700,19516,30093,18339,18018,8240,6895,7359,35539,16001,23750,14662,35575,12094,13531,10082,27576,17175,24699,17099,29858,11673,11777,10466,30969,16536,16734,15616
26393,31353,22871,16979,31469,37616,33454,22111,25415,30139,26082,16918,30512,36661,29257,23765,18413,20921,12290,20960,20730,24905,20689,13069,13680,16282,14750,13463,14000,16249,9826,13097
27406,12666,14738,23656,35716,17251,15975,35007,26040,13374,9236,27838,16444,10379,4331,17743,27287,14476,9460,28939,20623,12075,7623,19642,21991,12200,11850,16351,16873,6547,7139,20028
10375,7507,8369,7570,10909,13369,16337,13770,27047,25220,29415,37956,20757,20829,25757,16022,31779,28917,30619,49444,27598,31855,33348,43548,12767,16340,18631,27982,15179,10817,9847,26238
9890,11366,15068,5552,20918,33014,28164,17493,18621,29029,22404,14062,20401,31409,24976,15820,24411,20931,20724,11025,26372,26600,23628,9938,17485,27953,21160,17840,13110,23930,23080,14321
24067,25878,29573,22995,30582,31986,36331,29838,35191,39436,40209,35277,33114,37740,37706,32030,21391,24521,24281,19054,35494,38845,38644,29873,36814,42588,41954,34954,20675,23005,25674,22382
36605,11818,12863,24144,37987,14389,18270,27171,28236,10140,12581,17446,46553,21303,27901,34290,41474,19902,27348,34235,31272,13871,14807,25195,41089,18524,20527,29670,17591,8650,14601,13607
36675,43745,24232,18624,26191,30548,18703,10830,34775,28527,16405,9938,22957,26635,16073,10810,51764,48890,29001,18490,12966,15458,8344,5472,15348,28366,19473,10346,27393,31417,16329,13322
20731,10730,24636,18847,17645,13825,27135,23698,27641,23235,26329,30300,19189,18085,21271,21832,15994,11290,28414,25206,29916,18160,33242,37405,19475,16995,24877,28041,23279,18615,31567,27111
27348,25567,22906,29993,23617,15855,27950,28558,16685,15082,12975,16011,11075,9908,12280,13859,13949,9411,15698,18414,14843,12112,17132,16355,18636,21398,9912,18570,16348,16176,15264,21352
10262,23280,21766,21366,10139,20648,22465,19301,10725,23834,17735,22006,14402,31021,28924,22522,9959,17450,27664,15408,6272,13878,11755,12686,15828,33222,31411,29607,8825,16937,27281,6862
26532,43140,17415,18177,11723,29496,13164,10323,23491,37716,17139,14381,18794,34030,14250,13991,14017,29461,8949,14241,5606,18890,7320,8183,15713,17183,7502,8855,10148,25746,9684,11480
16244,7235,10463,15303,42892,18113,26127,41266,35670,14962,21391,34482,3346,1266,2236,3286,23604,11220,16694,22123,34172,15108,21534,32593,19034,7280,12737,19181,33143,15777,19798,30598
11538,22562,23472,17941,6330,14939,16380,15207,11476,27305,28192,24524,5838,10633,11408,5551,10156,29645,27012,29789,16640,21969,35015,22885,14722,27534,30773,15227,19878,37765,39488,29523
17981,22489,19380,12267,28439,26773,22874,22195,26711,31291,26541,16540,21817,22997,26079,14504,20708,14553,14368,18824,12817,11513,14221,9978,19047,23939,17260,9729,22284,21943,28395,14177
30246,24979,31464,5202,36304,19776,18270,6254,29281,23689,32578,5871,29933,23406,30182,5475,25268,22692,26881,3409,30702,23421,30514,6268,24281,11920,16860,6189,40731,22730,23208,7619
27746,29011,31174,34563,34740,39517,41523,31863,17140,20018,22735,20890,32083,37030,37109,32943,15407,14033,20043,15448,21367,26946,26756,26439,34789,34949,43653,30446,16106,24687,18475,27831
18516,11910,30352,24936,7228,8152,14065,12590,9866,20526,16517,22604,15544,9589,40384,26394,11832,1692,16636,11160,15956,8390,25631,19678,14680,6527,24582,18122,6324,6399,7713,8588
37520,35472,28258,47564,19398,16754,27144,30840,22126,20553,23619,28827,3252,6558,8528,8542,22100,13693,23599,24985,10063,15709,21579,24910,39672,35307,32215,50407,20695,17581,17549,26162
32086,13731,14258,11563,21208,11397,11515,7788,23449,8603,9970,10279,28088,10193,16245,7686,31856,16807,14716,7081,32127,15841,13102,13819,29845,9542,9453,10667,51668,24984,20839,16779
30449,20901,12347,38060,35990,34942,12376,45917,25286,31432,21039,44786,33626,32920,15307,45212,26068,23303,7247,31360,20974,17081,5264,23092,28419,31543,14492,39459,27883,28744,10336,34840
17017,13170,19616,13755,8136,5412,8639,6242,17541,14694,16723,3928,11078,9804,14746,7206,29121,22646,28097,11967,12044,9429,14888,7807,12389,8365,9186,3466,33574,23555,33068,22591
12045,32898,32200,22852,23245,46268,37999,38725,20668,34273,22365,25417,18948,26795,18445,25173,15192,22729,19053,20313,15395,30832,21583,25597,16902,40454,30958,33374,18788,18242,21906,20994
13857,11012,15860,7960,43758,28328,40204,20577,26244,16310,30272,8901,26397,18296,21634,12837,37416,24331,26556,16313,23301,11911,18095,11250,28068,19210,30014,13537,23814,17353,29377,8136
11128,19132,25215,9131,11258,7357,13960,2797,25844,31674,41986,10214,21354,30606,40202,11515,15884,25841,33645,10518,20106,19915,31253,8393,25880,32294,42112,9842,15762,22281,24601,3605
15883,8825,8058,14363,18722,12647,12075,10426,9806,8248,14229,20800,17032,15144,14581,11682,14842,20891,23032,27324,13852,18975,20462,22288,24671,24738,28661,29079,27142,28434,31576,38106
15660,14784,13444,9552,17586,16893,15649,8117,20890,20968,18578,8229,33040,30999,30103,13345,10726,9912,11172,3822,18806,18140,18106,4883,26974,22336,25778,14231,10440,11297,12771,9694
34134,17365,28695,13224,22086,14956,24415,14568,20424,11675,17630,6759,27666,23729,33121,18669,11316,12944,19752,12258,16386,14626,21691,14274,24636,12143,19590,5358,20304,17888,29646,14952
42261,44121,14268,26252,23543,17525,12103,14230,42380,31445,27043,15612,24071,27573,11957,15816,28038,24688,10252,18663,15951,11319,8713,5234,21450,19919,18239,11392,27870,27481,11948,11536
28901,29641,16533,23508,27923,29721,19772,13654,24532,21819,8485,21735,22508,25115,20461,12604,25857,25900,17784,17626,31018,32074,20510,19124,7001,8331,7544,1830,9001,7424,3158,9987
20282,22663,37263,30451,28149,25763,25276,22522,23022,24808,31728,24667,22351,29048,39970,27580,37747,32373,39981,39042,19599,20106,22633,15770,20220,19381,28988,27699,13252,14554,13975,10073
16988,25672,26554,13440,24143,27693,28177,19726,18871,17878,20546,17168,27944,38773,33526,21325,24766,29909,29708,21683,15501,21372,15177,17488,19074,26726,26028,7553,27872,36755,36838,24435
39280,21187,45199,29299,34561,23288,39420,26255,27646,23918,35958,23303,28773,25045,39977,27132,24425,21880,30086,19016,44919,32776,55832,32877,23445,17433,33628,26568,28947,19837,39414,30004
37526,29840,24100,33708,26181,23580,19371,21412,37160,25794,14259,28016,35392,20932,19694,21328,40374,22175,21682,24265,46051,25729,18347,25451,33139,26061,18903,25655,39768,21105,7164,19407
27277,14981,28887,16789,9659,15904,17053,11411,21795,14082,28569,17643,19416,11019,19180,12536,8235,10797,6773,5843,17955,17190,26507,17755,10679,12704,13721,10191,11429,5777,11107,6293
23000,31962,35562,18435,12268,17484,16835,13433,19572,21286,17713,12327,22608,30612,26628,17423,33196,44124,35861,26096,15600,22216,16490,14450,20748,26453,32267,18188,16268,21311,15649,18558
16729,20750,29072,33335,3326,7685,11068,13092,10833,11534,15970,16344,11932,19590,28384,27667,8736,8190,12341,5917,12348,10624,14800,16891,6666,9683,14161,10689,18974,14673,19435,24650
25728,26589,25871,21442,43149,39128,36352,28237,36556,31940,28602,22226,27898,23923,23949,20137,14706,17974,18802,13596,39704,33108,29835,23460,23758,20176,19140,18247,19391,19512,18307,13241
7806,8070,9149,9958,10372,5565,10891,8369,11722,4075,11533,14063,15819,4825,11807,21057,11490,3405,3776,12537,19894,4235,11501,22543,21304,1380,14186,23412,21729,10765,28720,30413
24329,20087,26829,20930,25077,23253,33422,26888,10198,9468,11167,10119,15089,21706,13899,22137,27746,26837,37646,31309,11738,12198,20344,16412,20001,17634,24733,19651,21860,25250,20086,26337
30497,16526,26868,5528,31847,13827,25326,17412,27973,10831,15404,6240,23070,10440,19936,10804,25142,5583,8434,6644,27676,14005,24740,9416,28835,17248,29610,10804,26536,15089,27044,10856
