38024,61141,53648,58637,30365,42421,46986,42423,40374,51317,50238,46561,20359,26949,24760,24923
44157,36164,34428,36688,32440,34055,33615,27423,23234,35435,30999,27606,27693,33850,36363,28131
32145,27459,41187,16434,34767,32293,40955,20722,38296,48942,53276,36502,29834,36918,49619,19373
47931,42541,40058,52402,30556,25228,26097,39214,56250,33385,26898,51367,17181,25074,33775,27118
49655,30591,36560,27481,50908,35026,20315,19591,42882,30089,30897,19723,43413,29505,27930,23639
49394,34790,18296,25504,31404,31139,26259,35515,52371,34326,32458,33881,39463,31071,26790,31981
22502,22178,17061,25814,23487,34780,32333,40640,44439,37476,44196,57047,31066,36591,22060,45497
53865,22410,28491,46037,28581,25800,19374,35438,46355,27478,28243,44827,53087,35336,32539,57003
25516,18089,28405,22494,24235,19987,25278,29173,22103,9395,10172,23531,45354,33885,44266,50200
35515,53598,49639,31019,27316,50933,41533,29366,33839,47464,44077,31077,43687,64101,57196,40766
47209,33562,57851,38068,43172,31627,46321,28201,55533,29703,57104,34151,28357,24071,36588,22884
48383,67262,50680,51015,55092,61597,47408,49565,45763,45191,42927,44248,40553,53484,38171,38379
34346,47758,68608,52058,13512,39031,42540,23017,23381,43914,54282,38149,34942,54455,74185,44724
27808,19543,49072,35385,40500,14890,52097,39284,20620,21388,32580,25849,50789,32198,72064,55988
36749,15285,37053,34789,47584,15456,44472,44057,46593,22075,47495,39634,48298,25403,61699,47068
39899,36463,41370,46908,61829,50660,65792,53801,24960,18936,23963,32527,51332,34321,42252,56044
43568,49776,62379,43438,31292,38996,46481,39352,32112,43684,52002,33342,32172,31499,49957,26126
37445,32032,42204,38753,35950,39102,39499,40719,37622,37750,36425,31702,55040,52538,58807,50427
30753,21973,36788,39322,38710,26282,44173,36872,40052,42434,53292,42455,38762,28562,38911,40844
31072,44218,28534,20348,41873,68910,49949,31077,42934,60949,51526,21318,42015,57806,49428,29481
22057,35801,31637,42549,33108,58707,33850,60543,34084,65368,50772,58532,28983,53485,39395,51085
44038,43535,32341,32002,45009,38205,26967,26948,32998,34497,21817,30162,46942,44939,29825,44109
20040,24575,27896,43593,21188,34119,32516,51331,31641,31193,51615,63494,23281,29445,43021,44803
57500,28509,57621,58063,70265,42240,61802,65754,50510,31585,49259,50638,41306,20267,35627,39196
48238,48827,48740,50099,33132,35795,40991,47458,45603,52044,56914,57592,61839,70226,70822,64913
28273,30996,33027,27752,39160,42135,42118,28541,39003,54789,63652,38419,38322,57566,63376,38883
77423,52962,39908,55609,38569,34177,17382,15960,53044,45524,27106,28892,63272,46313,25549,47335
57600,67814,75684,58768,50217,59117,69016,58163,50521,57863,60835,51732,35490,37657,37545,38123
27460,28328,35669,27886,30286,28292,30774,26823,42394,42332,56081,50722,59778,41219,57315,56088
34901,35276,36621,33174,16397,20437,21246,23864,27298,31932,37471,39150,34235,38437,36234,34533
58979,52898,58230,32776,67472,45988,70293,32822,38582,23973,38040,15567,41999,40922,44166,15836
17941,23351,25813,26162,32804,47701,53544,56261,36027,44048,42735,36231,41735,56879,62674,54146
17843,39085,29043,40364,22524,30164,16626,22780,22434,25508,27259,30112,29424,43165,29416,25596
36210,16320,30291,25730,69340,54330,56358,57181,51983,38612,38736,37014,53942,35074,50118,41128
42522,40613,61062,34227,65991,38408,76842,30566,53695,32714,55554,36112,66979,36015,75190,34126
44030,35106,46551,48275,39176,26166,43045,46039,18719,10228,14357,20493,37223,29683,49373,39906
31016,36419,46914,36011,26343,39038,47811,40570,23517,35338,50803,40854,27362,32024,43006,33212
48058,47458,45831,48864,38800,39734,41238,42163,58523,47423,41329,52914,55928,49955,53386,68217
35720,44376,41994,42054,27431,35411,37440,32220,28348,35443,41503,37861,26722,28388,38491,33113
59158,23851,38519,26821,63907,32199,59071,35603,33007,22030,40807,21566,63013,42943,49373,41492
62736,37302,50696,56537,45706,39050,39556,39041,34919,23292,25359,28449,36161,29327,32384,35020
49640,35924,49865,57821,39239,35814,59499,58840,36046,16354,42675,51274,40178,17698,41341,41514
69335,49706,36007,64507,41174,29836,19006,43701,40699,22424,21889,33980,65851,43935,22974,61634
36674,29144,65806,52849,34651,26790,47273,38415,34259,23386,35250,43816,31428,21507,48482,26702
19533,16025,28826,20884,34121,44582,53466,34391,50443,58194,78330,47527,26446,33518,40986,32250
49044,47809,54490,55386,33085,34281,37452,46668,32725,33802,40200,40542,35439,45823,46024,50095
43205,52592,37835,44371,40499,49205,28203,40509,41528,50136,34453,29239,41139,54472,27634,43814
32909,38437,33622,12661,21389,24116,21570,8745,33767,35206,32698,15054,51823,43331,33188,16668
39358,39264,44876,38187,28036,21961,37873,28673,27374,29641,33898,31821,23778,15121,26399,20212
45376,35349,33792,48073,53554,44395,40520,58387,44732,43720,42198,51765,51792,47332,48895,63735
23513,63321,31188,26739,27506,63790,26590,34000,19800,55005,24066,21524,17653,51102,17874,29207
29710,40925,52345,35523,20440,40718,44484,34647,42320,48701,64562,46738,36569,51746,55622,42539
46702,36962,51968,59228,43314,29261,24351,49248,41190,37103,45443,54324,31670,16864,28787,38094
39551,40264,52022,44997,55066,46544,53296,48676,33833,32463,53106,49770,53315,25218,55368,41026
42896,55006,44873,43410,25050,34730,31861,29278,33503,33625,32854,26402,60226,55656,45134,38947
33268,38049,32506,35334,50581,41645,45340,46802,49697,41962,46105,50206,52707,40773,52913,53926
37336,52143,40868,37236,38070,50083,33471,31608,37764,47804,30857,30330,34986,35088,28842,28816
47696,67699,38746,44347,37184,48615,29537,40784,41728,64562,32994,43678,27033,53714,35363,30336
35670,56350,36051,54181,42318,59116,36064,58539,29573,44357,25352,40859,43351,67889,39409,62041
54728,39510,45162,50996,28898,19159,38332,18047,44693,26655,44882,33319,39788,21802,43441,29728
41444,50588,49777,53365,40043,46368,39127,40802,28149,32334,37285,32109,31911,38149,47946,39016
44943,46840,52657,46195,42225,36489,53763,48863,29754,27863,41499,32316,44908,40390,62831,41168
42699,37445,53185,32113,35903,33352,53372,33604,34085,26649,37510,23120,46015,42315,68288,38223
48366,42024,40603,40733,33396,33152,34301,30793,49887,36892,36592,41659,45068,39776,48344,45865
31039,22829,19358,32436,37760,25761,25090,37032,55451,51346,43376,57476,51870,49135,45054,55198
55921,36556,42887,43658,44254,32992,36397,23013,37449,30827,33995,19669,48684,33602,40267,35286
12822,21455,31219,25875,14607,35217,35386,30587,26397,39441,52106,43756,17912,30681,38932,34911
31260,36713,45899,26717,28629,45108,47809,46104,31639,40501,40439,32080,53129,68911,75782,64489
58280,38102,24082,41138,26588,20416,23109,23071,52774,41339,31668,32155,44309,33360,17977,31538
37582,39088,58919,51197,48184,42595,61447,58897,38330,37499,48477,54647,27080,18647,38530,39462
38540,30475,44269,32455,36457,32105,32627,33150,35607,34930,31440,37625,26958,31683,36499,27692
8976,12645,15796,34261,19747,24261,37968,39122,31389,34366,52448,46313,40424,30210,53578,37811
35373,58674,30963,40357,25707,38761,23100,31559,33310,48832,26241,41416,26055,33306,27003,30749
37509,27646,14414,25212,39413,34586,29156,35013,40197,33668,17027,31587,38862,30668,26859,33744
20731,26817,48166,21950,28747,46024,62433,34986,37531,46715,68227,35446,39094,50159,67243,38403
65295,27486,67459,62933,48106,29236,48961,38204,45728,23519,51787,41592,39048,33261,54861,32889
52005,49594,26034,73766,65346,62233,35426,74612,40264,31838,17781,45069,43893,47251,23539,44839
37731,41153,35680,28326,42278,46597,51165,48572,25267,31364,29688,17804,25881,24417,24967,31090
37043,37097,40715,29460,60188,31192,53386,30597,28712,34270,33476,30738,47177,43369,47591,39058
52070,23315,30486,38060,42763,21256,21153,37549,61592,38266,31768,51118,72006,43373,46909,62835
56517,36057,48184,28207,62575,49547,65249,43202,39515,46836,50377,34525,60201,50293,58285,37391
61931,39243,75253,52084,51147,37284,63191,52884,63136,37987,73757,47943,50226,25446,56108,31425
28325,33528,36767,42997,39210,63084,44964,48681,33608,58399,44610,43595,33414,46024,20834,37682
29387,17051,27251,14033,30840,40067,45962,23227,35017,35547,46648,28886,38717,39294,46332,25467
39051,34517,51171,37004,38077,37498,49196,21343,40444,52272,49899,36694,46912,49948,62307,45526
29998,31340,28844,25898,43677,46710,46351,25105,49764,53971,53725,40621,52988,58677,49725,23029
32194,26630,26667,18843,24742,32818,17800,20506,30395,30039,45382,33588,47670,54531,33800,33394
41925,42646,39573,35293,49005,52073,23915,40653,26291,31962,33051,20418,34654,36529,29245,35031
47817,63926,61021,64909,41733,51907,56195,35242,46740,44364,38555,43536,22730,22706,24927,27708
31583,33287,40978,55666,47132,50252,68970,67452,40221,37669,51774,56092,28142,37364,48330,54993
25264,47539,25307,44233,35194,45515,30570,55168,31113,47738,30823,47410,32967,60866,43328,56397
47535,43940,37416,41641,58999,64937,43438,49460,35289,46397,43947,26305,47147,45777,47376,41950
32802,33978,33794,33291,17469,24616,18925,22896,35973,33791,19307,36907,20573,30622,39539,37724
38162,45520,30994,32239,33637,39682,18562,24993,28790,46391,22396,35275,28910,33622,24638,36121
48818,53757,37091,27381,39077,43375,24568,32750,71687,77282,44203,53909,43659,48577,27881,33235
44481,39802,53301,27512,39119,28444,50082,32814,39795,29984,46077,23905,62570,49326,73271,42562
24054,20493,43312,13697,30723,30761,47167,13459,13706,6062,29323,5871,38164,37251,56616,18062
38329,47540,45645,48889,40401,53714,42751,50356,31160,33089,22747,31867,28515,57223,41955,40792
56458,56373,45494,44884,39074,39646,24078,17505,54644,67940,56886,45625,41892,45790,27559,29778
44042,56121,50227,47223,32356,27075,35986,27252,48081,45844,44936,44907,49828,41604,55277,28365
21655,21763,38347,25908,24391,29499,52152,26107,34561,33874,64363,38516,38528,38206,72614,42398
46706,18000,34793,5875,35280,17393,37535,11797,44061,23252,35984,8707,58111,26590,42645,10246
45129,27703,44905,37136,69159,41880,74507,46995,41764,24755,37874,18533,46131,27067,43893,29869
45705,52027,41951,25465,42816,47137,39090,35324,30423,43126,42226,17686,36100,44824,31224,25258
19888,37698,34280,37019,19267,47537,30227,39680,38545,73781,67325,81834,12559,26978,27967,22628
44669,25036,28182,54362,26909,21011,29128,29397,43536,36464,23570,57724,33453,13694,18437,32737
39780,37709,33991,33780,54796,42074,38820,41709,51044,43055,33469,39697,37594,29863,22511,23532
25379,42456,34163,23240,32627,38202,22268,22830,29005,48765,31328,29740,17158,47643,28781,33564
43510,55342,60937,48134,41637,35170,38934,25504,32270,30569,27779,14526,36079,45451,56115,35697
57832,50087,25966,71322,19712,22973,14184,29606,24704,39072,24215,28492,45667,61358,35561,52759
35015,55680,42238,47895,33188,37046,38181,42368,17235,25042,19915,28384,35535,40985,41436,48218
45896,37094,60133,43404,19527,37924,35813,29450,35350,45564,57739,40649,31588,34743,43747,44605
50316,57061,53374,49270,44457,50467,47788,35467,37092,34723,36790,32028,26434,38560,24468,23801
40503,26211,27048,33256,58428,44896,46194,53462,40571,39546,45069,41101,33200,30943,34309,42087
43806,38397,53015,42546,60135,62233,69739,65787,43448,35884,48447,57140,51156,38258,56577,35095
50118,44308,39148,43898,46663,32375,43959,33636,46249,25072,28488,30186,36399,24302,22807,30184
56941,45010,66651,57261,41638,27605,45504,33505,30784,14461,36320,29037,61244,40505,66497,60831
24699,30451,26409,16066,36367,59807,35510,18357,52385,75650,42700,21054,42020,59021,36740,23945
29042,59469,51280,60425,25388,45396,46116,55158,16020,34963,45334,47286,14422,30975,28037,35044
56802,57166,34542,48650,53928,59137,41429,48752,38655,47134,25044,36275,31257,37239,22217,28890
40231,38754,51772,37465,41163,28517,51835,34451,44530,47605,52825,47111,46423,42976,63162,39029
55082,46396,50090,34997,34370,17609,28806,41224,55885,39168,48873,51518,39313,33495,30431,26354
54390,56659,54232,30701,33653,41401,42359,21280,37275,36918,43354,30310,49999,43849,43480,24275
43482,21695,64324,75185,38391,30626,64338,70223,42137,25454,61042,68735,41417,34872,73922,81502
39939,60588,57644,41590,31721,41387,34019,27157,36734,38382,18695,32729,52931,67494,49446,54081
44464,32915,54805,49313,44696,34520,45994,39166,30428,28783,48214,43295,38495,38214,69361,54859
27100,42261,31109,23563,45851,40645,52996,37539,31291,38326,43065,35157,37049,63064,48484,40602
34139,34508,38982,18069,50786,46962,46344,29362,42483,50704,56526,32167,52085,52994,43388,31433
33816,53265,46629,33128,52277,80273,61943,43331,34697,45606,41583,28352,34362,49826,46697,25651
37537,49043,44479,75798,32270,39347,39082,45922,40690,44181,46738,51440,22021,34563,34467,55721
49794,40000,46506,36682,47567,43112,40259,33618,42795,27958,33375,28842,70467,55229,61682,45045
50975,36975,25248,35174,38999,24514,24166,36259,50746,30594,40668,44653,34156,19081,21609,30299
57347,52572,42354,44509,38951,34183,38030,39667,50157,45698,41055,36861,36987,33366,29355,34862
51280,42884,40516,36130,36129,28146,30476,21986,42411,42086,39941,41020,51935,49982,38289,34950
40841,52495,43747,66073,21853,38736,31801,48688,31463,43381,32654,54361,36581,54328,46875,63574
7658,15196,16776,9545,52082,75337,82549,55614,35950,38141,39467,36113,36917,44846,49954,34481
25632,25017,30678,24338,45204,39991,54977,40467,55497,48248,66815,48072,36921,26865,49397,28133
33088,27506,15945,26252,44028,38299,29053,42597,59360,45895,46775,47924,50729,34467,50884,34656
41471,40724,55809,43795,25713,33327,40963,31607,28110,33340,46325,24969,20024,24667,36544,26546
70678,49651,66696,41363,40322,42015,49942,26573,40202,27307,38514,24786,25616,24957,32603,17945
24598,23298,26661,27055,56711,36696,44623,47286,29999,28768,34133,42311,37885,23396,30774,26346
38785,29290,21924,27755,62062,35075,28774,38036,68721,43060,43065,41080,75507,44100,30842,45995
42345,27510,37850,46012,39026,36912,38687,55037,27358,26256,24896,48042,32199,26090,27614,43217
43298,60534,51645,43105,25989,26473,20693,25262,38943,51024,38170,43697,32480,43797,28118,26696
44133,40231,44808,56540,28013,20397,22213,31335,26489,37117,32033,35630,45504,35511,41356,50462
26384,48300,30032,50155,38806,53063,35350,56469,14630,30431,24479,41980,31186,39872,25138,46418
57777,59534,52024,56369,49393,52396,47528,41596,54281,55912,62875,53899,38226,36509,29285,27321
42234,32767,37835,34526,49082,42756,52121,39185,52514,52480,64142,42364,71784,40686,68233,46575
46302,40526,29672,55184,48532,35604,27437,55162,25592,22952,16973,36587,48929,42658,33199,65157
25469,8405,18318,18052,49985,28674,43451,48518,25021,19082,27213,30508,59974,27394,28774,44467
41436,28001,23707,26146,51155,36648,44710,35976,44837,40329,46997,45295,44129,29833,32399,27751
25493,24739,32032,13990,47469,46211,61826,51144,44726,45975,69143,41246,44602,43231,57911,43100
50681,52996,52347,30692,38076,37913,30722,21576,50616,52463,54210,29284,54796,57790,59316,33596
43877,51069,45776,24661,34174,50934,26591,13530,41051,63512,44837,27766,30380,56006,37446,23122
33433,62311,38953,39943,17285,37922,26278,31540,38462,43387,29160,40583,39072,50162,47703,43776
34289,36977,47635,52542,35664,23675,44321,53731,39699,40377,40709,58866,51957,44723,63391,69413
28812,28377,43657,14107,35198,48157,49698,17426,33282,40667,33218,13551,36660,33536,51284,19743
22882,32255,37846,40811,21879,29786,29773,36968,36141,54360,47938,49115,34977,52945,49456,53042
34514,35258,33898,28666,27660,44096,37789,27582,29452,40996,45604,32517,32983,47346,43722,39174
44027,30357,41085,31318,27811,30122,29519,26288,58949,36259,63385,44649,47220,30925,51820,36965
45424,51268,39194,55068,55976,55254,49591,54317,46048,46500,35406,50740,26852,31591,30571,34783
42605,34404,58329,44914,34389,27364,32233,38821,33887,27541,41852,24284,36146,23671,43069,33248
41017,30303,24902,37415,54303,44176,47821,52694,55377,39697,34382,52838,54786,35554,45984,50706
38366,41606,32622,56560,35359,37438,30338,57299,44171,49721,45068,79292,35690,34772,26248,49333
33596,52009,46269,68597,30975,55998,50129,70752,26833,51578,39047,55450,30229,53207,37174,58582
41074,41290,53800,49454,42773,43746,47342,55030,32103,31095,36183,34224,30003,33492,34405,40790
39860,34150,12338,42813,47250,42397,23305,54961,43330,43921,20992,47010,31516,33449,13540,33562
27637,39121,40874,54456,29992,26395,37234,42408,20775,35758,36422,48118,27570,36651,31753,46515
35285,49112,34777,51396,55723,58564,44409,60279,20610,27866,25642,31028,25063,25071,31289,42498
53769,65776,55261,53430,39035,44611,46316,44726,31239,41535,40037,29634,47317,56006,48042,44563
39350,33237,22304,34090,53913,49881,40913,51103,33517,17463,19261,21533,44284,37178,28634,36755
28084,33947,31864,14990,18575,33122,32201,11352,24940,42958,39492,24422,29600,48575,30669,24294
39322,33382,43982,24981,33451,34082,47298,29229,37832,37042,31946,35752,45415,40961,58485,31771
50889,33434,52965,51044,30631,24214,40971,40863,29069,11364,37201,30654,49537,49239,64974,52923
21741,30800,47052,29957,21699,43052,61622,38119,20614,39678,71510,45334,18744,32893,54353,44397
49482,51357,62095,38156,46851,39596,48572,35087,44647,34714,49249,34089,46561,35732,53929,37328
36343,30331,19593,38695,34234,28354,14747,37869,32058,41276,21459,22544,34251,51066,22773,28455
30833,58891,49411,23352,57922,76498,76175,44278,25922,42741,36181,16946,39018,59093,52214,27142
46742,30438,37773,36795,72177,48367,41195,47304,51878,34292,25510,29142,53375,41337,39991,26983
40171,33442,40339,51572,28227,26113,42802,36693,29594,21768,40991,40592,34282,29167,35788,47169
68561,44427,28136,59224,71802,43511,33470,57263,60855,38258,31978,49113,43420,20216,17318,33880
26217,31671,23117,31903,40100,58566,39205,59318,34438,50162,32358,50835,58382,66116,32262,70696
62516,40910,38549,64122,42428,36112,31836,45479,65653,47031,55297,62457,43580,32137,23611,50573
48744,53570,36591,61523,37164,33445,21770,51935,17612,16260,13584,27199,37339,41787,33140,49612
44284,24790,36592,30814,69621,36285,54518,53118,70183,42403,59735,57408,60358,37227,54511,52810
43046,52490,42202,24780,28019,48626,29237,24471,34451,42895,31811,19516,51564,53525,49116,33479
65791,64582,51845,63903,43188,46151,37428,49550,51691,45332,46488,44637,44141,45704,45092,50693
36427,24593,35438,32603,32395,16016,32379,22678,50068,37650,57364,48582,48997,28202,51742,42349
33348,38731,40089,33403,63157,68488,62742,49995,38412,52726,40627,38228,49780,62738,52067,37626
40058,27703,26674,25062,49342,37297,40143,32031,50720,36065,27873,29513,43533,43697,30309,18932
32339,18227,40690,55421,15153,10864,29559,37705,21039,18271,30026,32072,35822,30410,41431,50920
26480,30752,21126,21599,26253,35602,34322,26873,36476,52744,35149,39802,45072,64511,35921,46640
33366,47288,49819,40376,39810,48627,50806,33494,52378,64559,66106,47719,44298,66611,57223,49562
45030,33799,47296,35261,54908,43151,38188,25581,43796,35404,34205,32070,30660,23481,30454,19805
38277,41851,34576,32707,52662,44040,44220,45535,63543,54164,62612,41581,44082,33001,46668,42411
66590,43510,41518,53259,70006,46908,55100,59613,50980,45707,34851,50747,46424,33352,42574,44286
49063,42726,39680,38980,41603,50764,37012,35555,40336,61383,45114,37220,48575,41494,32072,32186
45990,46768,48867,59503,36532,42532,49838,62637,30976,35195,49870,56111,22310,40729,40911,50958
46169,65593,36691,45186,34211,59677,35951,36466,34129,57099,41424,41909,20835,41186,29217,24551
46303,50552,27972,53161,37116,64831,36997,53481,26606,50104,29285,52358,22359,44830,25234,41830
41034,32920,38854,37831,45186,35525,44163,37765,64594,52748,65702,41343,39895,34234,38196,25957
28684,28704,19377,31268,46286,42228,24276,41784,37702,34160,31046,28825,43845,56262,41819,40743
58896,39176,82076,56507,35247,29919,36239,17611,39902,36628,57550,43039,41363,24313,62559,45525
40201,23353,36177,35004,40742,32945,32436,30707,32897,20029,36948,35044,36364,23668,52272,48600
12642,32200,32280,35027,34960,58067,56082,40621,14249,33723,36037,29768,28841,50607,44731,43030
24292,30685,25310,28161,20505,40045,38155,52185,32401,38845,33687,53843,37193,49715,45111,46717
32374,48689,27810,51412,37229,32719,26331,45577,32321,52703,26539,50575,35468,40965,27815,51219
28523,29069,28107,32081,40942,49915,45851,56844,32390,35500,37702,42073,24485,42658,33605,37655
39981,48881,35926,48640,22653,43412,39245,47366,29910,51911,36947,44566,35094,56297,36864,62712
55255,47469,50869,47971,76356,55182,78406,60191,56232,40095,42386,41392,60918,48235,54256,48461
58708,56119,64192,55298,39355,43640,55310,36362,43817,44859,59739,41813,34214,38540,50070,29213
26705,18914,23126,45200,41776,33505,16504,60931,30789,20833,31347,54655,29092,28700,17517,46846
61867,45309,46800,41611,64631,41588,49337,46731,64500,49359,49940,42853,49557,53929,47198,31051
35134,20392,30335,37383,40413,26961,36328,57368,38168,27463,37694,51315,40026,31622,31956,63401
62845,37073,38680,66224,36882,23060,22463,42972,33513,18839,16938,48929,56692,22556,28533,65537
47616,32078,38570,44552,39403,21701,31180,31342,56757,41423,50624,54702,43840,21625,32422,35820
31246,26648,19398,18714,55131,54556,37211,36712,35658,28133,16475,24560,24165,20299,10033,17726
49604,25122,35537,39927,26186,14287,13638,22153,48187,30544,36441,33868,53737,20137,32306,42877
45276,57237,61519,49017,31397,42854,46649,41695,37437,65234,68664,59113,44245,61239,67404,48370
31201,44453,38241,43277,41476,48361,38694,54841,23351,31749,18271,21701,35549,41025,36557,56001
48832,46413,37736,28538,72426,65142,59262,41759,48256,51182,38727,31029,60683,55293,52728,36083
80860,50504,63625,69939,38057,28548,28685,31948,37944,10308,25694,23318,55616,33726,37224,36707
57730,44331,27800,30964,36385,44986,33956,29473,42071,37715,35425,33768,41175,28908,36203,28300
45571,36485,21981,23901,59075,60892,39739,42144,35550,37253,25093,29953,50870,48238,33860,37918
49099,49292,56281,51118,51477,41612,45259,45667,47598,26896,32731,34343,42363,33812,37347,35344
20395,38897,37816,28037,21332,56124,51003,47609,28476,65965,51773,55246,34120,83856,67736,70508
71698,59735,71763,56191,58556,36717,64598,42972,60917,34361,56030,37403,54503,38286,63613,33642
36513,41091,54204,56927,24481,25910,44284,39661,57568,59979,66609,79721,48739,49893,55929,71410
43945,41998,39717,27479,47762,39836,41534,23661,46153,51721,41949,36088,33800,35901,26623,23352
